scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,779.83,709.22,0.8130000233650208,843.99,612.381,0.5210000276565552,899.034,525.066,0.7799999713897705,947.005,452.256,0.6230000257492065,1020.617,363.867,0.4790000021457672,,,,,,,,,,,,,,,
1,779.849,709.22,0.8090000152587891,843.99,612.463,0.5519999861717224,899.039,525.185,0.7860000133514404,947.012,452.261,0.6290000081062317,1052.6,363.872,0.46700000762939453,,,,,,,,,,,,,,,
2,779.849,709.22,0.7519999742507935,843.99,620.577,0.39399999380111694,899.047,525.592,0.8119999766349792,947.11,452.399,0.625,1052.608,363.873,0.46299999952316284,,,,,,,,,,,,,,,
3,779.849,709.165,0.7519999742507935,843.983,620.577,0.4269999861717224,899.099,525.625,0.8050000071525574,947.11,452.399,0.6230000257492065,1052.608,363.873,0.46299999952316284,,,,,,,,,,,,,,,
4,779.849,709.145,0.746999979019165,843.978,620.577,0.38499999046325684,899.102,525.661,0.8069999814033508,947.11,452.399,0.6309999823570251,1052.608,363.873,0.46299999952316284,,,,,,,,,,,,,,,
5,779.849,708.6,0.7540000081062317,843.977,620.545,0.36399999260902405,899.103,525.668,0.8159999847412109,947.068,452.256,0.6050000190734863,,,1.0,,,,,,,,,,,,,,,
6,779.893,700.148,0.7350000143051147,843.978,620.545,0.35899999737739563,899.102,525.668,0.8149999976158142,947.044,452.22,0.6129999756813049,,,1.0,,,,,,,,,,,,,,,
