scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1026.792,597.093,0.8069999814033508,1107.203,571.081,0.6620000004768372,1148.106,524.535,0.5799999833106995,1099.987,459.559,0.6290000081062317,,,1.0,,,,,,,,,,,,,,,
1,1026.887,597.093,0.7990000247955322,1107.206,571.103,0.6539999842643738,1156.103,530.489,0.5910000205039978,1099.992,459.584,0.6269999742507935,,,1.0,,,,,,,,,,,,,,,
2,1026.887,597.093,0.8130000233650208,1107.431,571.103,0.6690000295639038,1156.156,530.51,0.5830000042915344,1099.992,459.584,0.6269999742507935,,,1.0,,,,,,,,,,,,,,,
3,1026.792,588.601,0.7770000100135803,1107.431,571.088,0.6909999847412109,1156.206,530.51,0.5860000252723694,1099.989,459.584,0.6330000162124634,,,1.0,,,,,,,,,,,,,,,
4,1019.662,581.816,0.8040000200271606,1107.431,571.082,0.7059999704360962,1156.218,530.51,0.5870000123977661,1099.989,459.581,0.6309999823570251,,,1.0,,,,,,,,,,,,,,,
5,1012.763,580.516,0.8040000200271606,1107.416,571.088,0.7099999785423279,1156.244,530.514,0.5789999961853027,1099.988,459.58,0.628000020980835,,,1.0,,,,,,,,,,,,,,,
6,1012.676,572.83,0.8349999785423279,1107.101,571.082,0.7020000219345093,1156.267,530.514,0.5849999785423279,1099.988,459.58,0.6330000162124634,,,1.0,,,,,,,,,,,,,,,
