scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,,1.0,860.067,620.695,0.4650000035762787,851.892,578.447,0.3540000021457672,876.041,499.647,0.492000013589859,,,1.0,,,,,,,,,,,,,,,
132,,,1.0,860.067,620.736,0.5260000228881836,851.892,580.36,0.4440000057220459,876.164,499.652,0.5059999823570251,,,1.0,,,,,,,,,,,,,,,
133,,,1.0,860.067,620.739,0.550000011920929,851.892,580.363,0.41100001335144043,876.182,507.416,0.4830000102519989,,,1.0,,,,,,,,,,,,,,,
134,,,1.0,852.427,628.009,0.6460000276565552,844.007,580.36,0.5189999938011169,876.182,507.416,0.49900001287460327,,,1.0,,,,,,,,,,,,,,,
135,,,1.0,852.427,628.044,0.6439999938011169,844.007,580.332,0.5199999809265137,876.182,507.42,0.49799999594688416,,,1.0,,,,,,,,,,,,,,,
136,,,1.0,852.427,628.077,0.6449999809265137,843.925,580.36,0.4959999918937683,876.168,507.42,0.5230000019073486,,,1.0,,,,,,,,,,,,,,,
137,,,1.0,852.503,628.097,0.6439999938011169,844.007,580.332,0.5270000100135803,876.018,507.416,0.5379999876022339,,,1.0,,,,,,,,,,,,,,,
138,,,1.0,852.503,628.097,0.6399999856948853,844.007,580.332,0.4050000011920929,876.018,507.42,0.5009999871253967,,,1.0,,,,,,,,,,,,,,,
139,,,1.0,852.545,628.097,0.6710000038146973,835.188,588.585,0.3799999952316284,876.018,507.503,0.5329999923706055,,,1.0,,,,,,,,,,,,,,,
140,,,1.0,852.655,628.326,0.6850000023841858,835.088,588.585,0.33799999952316284,876.008,516.317,0.5040000081062317,,,1.0,,,,,,,,,,,,,,,
141,,,1.0,852.655,628.415,0.6589999794960022,835.082,588.514,0.32899999618530273,875.952,516.321,0.5009999871253967,,,1.0,,,,,,,,,,,,,,,
142,,,1.0,852.882,628.564,0.6510000228881836,835.077,588.549,0.3019999861717224,876.395,516.321,0.4620000123977661,,,1.0,,,,,,,,,,,,,,,
143,,,1.0,852.891,628.633,0.6449999809265137,835.075,588.538,0.30399999022483826,876.348,516.321,0.46799999475479126,,,1.0,,,,,,,,,,,,,,,
144,867.57,732.186,0.7039999961853027,859.853,628.653,0.6589999794960022,835.053,588.527,0.30300000309944153,876.348,516.316,0.5040000081062317,,,1.0,,,,,,,,,,,,,,,
145,867.586,732.194,0.7049999833106995,859.874,628.648,0.6669999957084656,835.038,588.527,0.2980000078678131,876.364,516.283,0.5210000276565552,,,1.0,,,,,,,,,,,,,,,
146,867.588,732.208,0.7099999785423279,859.874,628.648,0.6779999732971191,835.038,588.527,0.2980000078678131,876.364,516.283,0.5109999775886536,,,1.0,,,,,,,,,,,,,,,
147,867.632,732.233,0.7149999737739563,859.874,628.653,0.6779999732971191,835.038,588.521,0.29600000381469727,876.348,516.283,0.5109999775886536,,,1.0,,,,,,,,,,,,,,,
148,,,1.0,859.874,628.653,0.6520000100135803,844.455,579.711,0.37299999594688416,876.349,516.384,0.5130000114440918,,,1.0,,,,,,,,,,,,,,,
149,,,1.0,853.123,628.947,0.6520000100135803,844.455,579.695,0.37299999594688416,876.349,516.384,0.5139999985694885,,,1.0,,,,,,,,,,,,,,,
150,,,1.0,853.123,628.959,0.6629999876022339,844.455,579.694,0.35199999809265137,876.349,516.384,0.5120000243186951,,,1.0,,,,,,,,,,,,,,,
151,,,1.0,853.041,628.947,0.6579999923706055,844.316,579.695,0.3930000066757202,876.398,516.36,0.515999972820282,,,1.0,,,,,,,,,,,,,,,
152,,,1.0,853.029,628.72,0.6549999713897705,844.311,579.711,0.3869999945163727,876.417,516.36,0.5199999809265137,,,1.0,,,,,,,,,,,,,,,
153,,,1.0,852.625,628.745,0.6740000247955322,844.284,579.759,0.3799999952316284,876.417,516.355,0.5120000243186951,,,1.0,,,,,,,,,,,,,,,
154,,,1.0,852.624,628.736,0.675000011920929,844.284,579.759,0.3790000081062317,876.417,516.36,0.5130000114440918,,,1.0,,,,,,,,,,,,,,,
155,,,1.0,852.624,628.736,0.6690000295639038,844.274,579.788,0.3930000066757202,876.403,516.36,0.5139999985694885,,,1.0,,,,,,,,,,,,,,,
156,,,1.0,852.625,628.745,0.6669999957084656,844.274,579.788,0.3930000066757202,876.395,516.365,0.5120000243186951,,,1.0,,,,,,,,,,,,,,,
157,,,1.0,852.65,628.785,0.671999990940094,844.24,579.811,0.36000001430511475,867.974,532.623,0.4519999921321869,,,1.0,,,,,,,,,,,,,,,
158,,,1.0,852.65,628.785,0.6710000038146973,844.24,579.811,0.3580000102519989,867.973,532.627,0.4480000138282776,,,1.0,,,,,,,,,,,,,,,
159,,,1.0,852.65,628.785,0.6700000166893005,844.24,579.811,0.3580000102519989,867.965,532.627,0.4480000138282776,,,1.0,,,,,,,,,,,,,,,
160,,,1.0,851.728,628.568,0.6200000047683716,851.838,578.988,0.20499999821186066,859.517,547.68,0.4699999988079071,,,1.0,,,,,,,,,,,,,,,
161,,,1.0,851.666,628.506,0.6110000014305115,851.839,578.988,0.20800000429153442,859.517,547.68,0.46799999475479126,,,1.0,,,,,,,,,,,,,,,
162,,,1.0,851.653,628.487,0.6110000014305115,851.844,578.988,0.20499999821186066,859.517,547.68,0.47200000286102295,,,1.0,,,,,,,,,,,,,,,
163,,,1.0,851.653,628.487,0.6100000143051147,851.844,579.116,0.3319999873638153,859.616,547.64,0.4880000054836273,,,1.0,,,,,,,,,,,,,,,
164,,,1.0,851.653,628.487,0.6019999980926514,851.846,579.187,0.34599998593330383,859.616,547.63,0.48500001430511475,,,1.0,,,,,,,,,,,,,,,
165,,,1.0,851.908,628.886,0.6660000085830688,851.846,604.391,0.15700000524520874,859.622,547.63,0.4950000047683716,,,1.0,,,,,,,,,,,,,,,
166,,,1.0,851.934,628.886,0.6399999856948853,851.842,579.836,0.15700000524520874,859.622,547.632,0.49300000071525574,,,1.0,,,,,,,,,,,,,,,
167,,,1.0,851.934,628.886,0.6349999904632568,851.803,579.187,0.18000000715255737,859.633,547.632,0.49300000071525574,,,1.0,,,,,,,,,,,,,,,
168,,,1.0,851.908,628.626,0.6430000066757202,851.749,579.187,0.2759999930858612,859.643,547.621,0.4569999873638153,,,1.0,,,,,,,,,,,,,,,
169,,,1.0,851.555,628.395,0.6060000061988831,844.285,579.713,0.4090000092983246,875.787,507.51,0.5389999747276306,,,1.0,,,,,,,,,,,,,,,
170,,,1.0,851.442,628.356,0.5299999713897705,851.749,579.713,0.4650000035762787,875.877,507.464,0.5770000219345093,,,1.0,,,,,,,,,,,,,,,
171,,,1.0,851.442,628.356,0.5979999899864197,851.803,579.713,0.43299999833106995,875.88,507.464,0.5699999928474426,,,1.0,,,,,,,,,,,,,,,
172,,,1.0,851.442,628.356,0.5669999718666077,867.587,684.385,0.6570000052452087,876.206,507.51,0.5220000147819519,,,1.0,,,,,,,,,,,,,,,
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,,1.0,851.494,628.085,0.6200000047683716,835.46,588.158,0.3720000088214874,867.693,507.412,0.5120000243186951,,,1.0,,,,,,,,,,,,,,,
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,,,1.0,876.007,588.349,0.3009999990463257,844.366,508.5,0.31299999356269836,876.014,491.67,0.4790000021457672,,,1.0,,,,,,,,,,,,,,,
180,915.707,500.682,0.593999981880188,876.088,588.702,0.2980000078678131,844.444,659.909,0.6179999709129333,,,1.0,,,1.0,,,,,,,,,,,,,,,
181,916.7,500.682,0.6650000214576721,883.867,588.702,0.5210000276565552,852.781,659.958,0.5889999866485596,,,1.0,,,1.0,,,,,,,,,,,,,,,
182,924.186,500.682,0.7639999985694885,883.867,588.349,0.5649999976158142,852.781,659.958,0.49000000953674316,,,1.0,,,1.0,,,,,,,,,,,,,,,
183,924.478,500.682,0.6439999938011169,883.867,588.763,0.41499999165534973,852.833,659.958,0.5989999771118164,,,1.0,,,1.0,,,,,,,,,,,,,,,
184,932.273,500.682,0.7350000143051147,883.993,588.763,0.4650000035762787,853.006,659.958,0.6200000047683716,,,1.0,,,1.0,,,,,,,,,,,,,,,
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,932.67,460.559,0.6690000295639038,892.233,556.638,0.6420000195503235,860.276,644.204,0.5120000243186951,,,1.0,,,1.0,,,,,,,,,,,,,,,
188,933.473,461.251,0.8560000061988831,892.498,556.989,0.6470000147819519,860.311,652.143,0.3529999852180481,,,1.0,,,1.0,,,,,,,,,,,,,,,
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,940.082,452.473,0.6340000033378601,892.411,556.197,0.5960000157356262,956.746,428.665,0.32899999618530273,,,1.0,,,1.0,,,,,,,,,,,,,,,
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,947.688,420.248,0.734000027179718,899.889,547.84,0.45899999141693115,852.049,476.382,0.10000000149011612,,,1.0,,,1.0,,,,,,,,,,,,,,,
194,947.808,420.6,0.7260000109672546,899.933,547.904,0.4429999887943268,908.163,627.882,0.2919999957084656,,,1.0,,,1.0,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,981.292,389.698,0.7599999904632568,900.636,476.018,0.45399999618530273,867.988,579.192,0.8140000104904175,,,1.0,,,1.0,,,,,,,,,,,,,,,
200,982.204,389.698,0.781000018119812,907.252,476.275,0.5820000171661377,868.591,579.681,0.7269999980926514,,,1.0,,,1.0,,,,,,,,,,,,,,,
201,988.449,389.698,0.7450000047683716,916.347,476.275,0.6169999837875366,875.535,579.681,0.734000027179718,,,1.0,,,1.0,,,,,,,,,,,,,,,
202,988.486,389.482,0.7720000147819519,916.35,476.138,0.6179999709129333,875.535,579.192,0.8550000190734863,,,1.0,,,1.0,,,,,,,,,,,,,,,
203,988.486,389.223,0.7950000166893005,916.538,476.018,0.6660000085830688,883.678,572.586,0.8050000071525574,,,1.0,,,1.0,,,,,,,,,,,,,,,
204,988.486,381.716,0.8270000219345093,916.731,475.902,0.6499999761581421,884.258,572.363,0.7850000262260437,,,1.0,,,1.0,,,,,,,,,,,,,,,
205,987.887,380.848,0.8320000171661377,922.877,467.877,0.6449999809265137,892.391,572.363,0.7839999794960022,,,1.0,,,1.0,,,,,,,,,,,,,,,
206,982.266,371.818,0.7789999842643738,922.959,467.836,0.6370000243186951,892.497,572.47,0.7900000214576721,,,1.0,,,1.0,,,,,,,,,,,,,,,
207,982.266,365.109,0.7950000166893005,931.923,460.579,0.597000002861023,899.098,572.47,0.7990000247955322,,,1.0,,,1.0,,,,,,,,,,,,,,,
208,980.654,363.901,0.7409999966621399,932.064,460.579,0.6269999742507935,899.329,572.47,0.7850000262260437,,,1.0,,,1.0,,,,,,,,,,,,,,,
209,979.89,348.288,0.7889999747276306,932.524,460.579,0.6140000224113464,899.42,572.47,0.7860000133514404,852.254,555.536,0.4009999930858612,868.275,492.448,0.5529999732971191,,,,,,,,,,,,,,,
210,979.89,341.53,0.6959999799728394,932.617,460.579,0.628000020980835,907.633,565.22,0.7590000033378601,859.265,555.543,0.4230000078678131,868.39,492.488,0.5680000185966492,,,,,,,,,,,,,,,
211,979.447,341.53,0.6779999732971191,940.263,460.686,0.5680000185966492,907.639,565.109,0.7820000052452087,859.265,555.543,0.4429999887943268,875.939,499.163,0.5220000147819519,,,,,,,,,,,,,,,
212,971.498,341.53,0.7360000014305115,940.263,460.802,0.5680000185966492,907.639,564.887,0.8019999861717224,859.265,555.536,0.45899999141693115,875.945,499.163,0.5170000195503235,,,,,,,,,,,,,,,
213,964.058,350.247,0.699999988079071,940.263,460.802,0.5730000138282776,907.639,564.649,0.8190000057220459,850.421,548.901,0.47200000286102295,,,1.0,,,,,,,,,,,,,,,
214,956.275,363.886,0.8190000057220459,939.334,468.255,0.6079999804496765,907.621,564.503,0.8220000267028809,850.421,548.901,0.48100000619888306,883.481,475.128,0.5550000071525574,,,,,,,,,,,,,,,
215,948.032,364.758,0.7639999985694885,939.334,468.513,0.6309999823570251,907.621,564.503,0.8230000138282776,850.421,548.901,0.4790000021457672,883.776,483.058,0.515999972820282,,,,,,,,,,,,,,,
216,939.972,373.932,0.7889999747276306,939.334,468.691,0.609000027179718,907.621,564.503,0.8220000267028809,850.537,549.147,0.4580000042915344,884.162,483.354,0.5870000123977661,,,,,,,,,,,,,,,
217,932.295,373.932,0.7129999995231628,939.581,468.739,0.5770000219345093,907.696,564.726,0.8130000233650208,,,1.0,,,1.0,,,,,,,,,,,,,,,
218,932.295,379.91,0.7599999904632568,940.356,476.507,0.5789999961853027,907.844,564.726,0.7760000228881836,850.928,549.008,0.5509999990463257,,,1.0,,,,,,,,,,,,,,,
219,932.295,381.25,0.7319999933242798,940.357,476.538,0.5759999752044678,907.897,564.726,0.7910000085830688,851.902,555.897,0.5590000152587891,,,1.0,,,,,,,,,,,,,,,
220,955.178,404.585,0.3400000035762787,940.364,476.564,0.5529999732971191,907.897,564.669,0.7749999761581421,851.914,555.897,0.4659999907016754,,,1.0,,,,,,,,,,,,,,,
221,955.254,404.585,0.34200000762939453,940.375,476.635,0.550000011920929,907.906,564.666,0.7710000276565552,852.024,555.845,0.5659999847412109,,,1.0,,,,,,,,,,,,,,,
222,955.254,404.585,0.3409999907016754,940.357,476.647,0.5659999847412109,907.906,564.666,0.7749999761581421,852.024,555.829,0.5690000057220459,,,1.0,,,,,,,,,,,,,,,
223,955.254,404.583,0.3540000021457672,940.375,476.693,0.5600000023841858,907.898,564.664,0.7860000133514404,852.024,555.84,0.5590000152587891,,,1.0,,,,,,,,,,,,,,,
224,948.367,365.159,0.7739999890327454,940.375,476.706,0.5569999814033508,907.893,564.658,0.7850000262260437,852.021,555.829,0.5609999895095825,,,1.0,,,,,,,,,,,,,,,
225,948.367,356.602,0.6859999895095825,940.391,476.706,0.5429999828338623,907.898,564.643,0.7879999876022339,852.012,555.829,0.574999988079071,,,1.0,,,,,,,,,,,,,,,
226,948.367,356.602,0.7390000224113464,940.448,476.706,0.5450000166893005,907.898,564.638,0.7900000214576721,852.012,555.84,0.5799999833106995,,,1.0,,,,,,,,,,,,,,,
227,971.585,356.602,0.7599999904632568,947.308,451.767,0.5220000147819519,907.909,564.597,0.7919999957084656,852.012,555.842,0.5889999866485596,,,1.0,,,,,,,,,,,,,,,
228,996.031,356.602,0.8090000152587891,947.438,451.463,0.5580000281333923,916.522,547.791,0.718999981880188,,,1.0,,,1.0,,,,,,,,,,,,,,,
229,1011.355,356.602,0.8299999833106995,947.54,451.391,0.5830000042915344,916.522,547.294,0.6100000143051147,,,1.0,,,1.0,,,,,,,,,,,,,,,
