scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,971.993,533.22,0.6439999938011169,1107.694,508.345,0.6790000200271606,1196.142,524.211,0.44200000166893005,1124.7,580.224,0.4269999861717224,,,1.0,1067.53,460.022,0.7229999899864197,955.726,403.835,0.6420000195503235,851.426,412.122,0.796999990940094,763.672,507.872,0.6240000128746033,764.253,596.24,0.40799999237060547
1,972.003,533.299,0.6259999871253967,1108.066,514.648,0.7039999961853027,1196.142,524.211,0.4429999887943268,1124.706,580.241,0.4259999990463257,,,1.0,1067.61,460.022,0.7129999995231628,955.763,403.839,0.6309999823570251,851.437,413.086,0.7950000166893005,763.695,507.884,0.6259999871253967,804.1,635.477,0.4300000071525574
2,972.041,533.432,0.7200000286102295,1108.066,514.953,0.6830000281333923,1196.155,524.211,0.43700000643730164,1124.741,580.262,0.4320000112056732,,,1.0,1067.952,460.066,0.6579999923706055,987.693,411.603,0.550000011920929,851.631,413.086,0.7839999794960022,763.696,507.895,0.628000020980835,804.129,635.602,0.4169999957084656
3,972.003,533.65,0.7379999756813049,1107.694,515.536,0.5529999732971191,1196.162,524.211,0.4180000126361847,1124.741,580.262,0.4300000071525574,,,1.0,1074.592,460.117,0.6460000276565552,987.696,411.796,0.5849999785423279,860.106,412.122,0.8130000233650208,771.742,515.78,0.5799999833106995,804.131,635.602,0.4399999976158142
4,972.003,533.754,0.7400000095367432,1107.53,515.896,0.6759999990463257,1196.171,524.198,0.47600001096725464,1124.765,580.262,0.4269999861717224,,,1.0,1074.592,468.255,0.6470000147819519,987.696,419.447,0.6389999985694885,860.106,412.12,0.7929999828338623,771.742,515.78,0.5799999833106995,804.129,635.478,0.4059999883174896
5,972.003,533.777,0.7450000047683716,1107.53,516.065,0.7110000252723694,1196.227,524.18,0.42899999022483826,1124.807,580.292,0.44999998807907104,,,1.0,1074.592,468.486,0.6859999895095825,987.693,420.244,0.5910000205039978,859.777,412.028,0.8029999732971191,771.742,515.78,0.5979999899864197,804.1,635.477,0.45399999618530273
6,972.015,533.827,0.734000027179718,1107.53,516.327,0.5820000171661377,1196.247,524.18,0.3630000054836273,1124.812,580.31,0.4449999928474426,,,1.0,1075.241,468.723,0.6949999928474426,987.573,420.609,0.6140000224113464,860.233,405.084,0.8360000252723694,771.776,500.049,0.621999979019165,804.129,635.478,0.3869999945163727
