scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1123.31,652.15,0.5979999899864197,1236.175,603.284,0.6169999837875366,1260.788,556.13,0.296999990940094,,,1.0,,,1.0,,,,,,,,,,,,,,,
1,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
2,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
3,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
4,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
5,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
6,1123.31,652.15,0.5849999785423279,1236.175,603.284,0.6079999804496765,1260.788,556.13,0.2879999876022339,,,1.0,,,1.0,,,,,,,,,,,,,,,
