scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
7,,,1.0,1243.749,643.987,0.6159999966621399,1236.179,604.502,0.3160000145435333,1211.663,539.765,0.4650000035762787,,,1.0,,,,,,,,,,,,,,,
8,1363.729,692.78,0.7300000190734863,1243.755,643.987,0.6359999775886536,1243.534,596.359,0.41600000858306885,1204.313,531.531,0.414000004529953,1084.412,684.081,0.40299999713897705,,,,,,,,,,,,,,,
9,1363.967,693.004,0.6980000138282776,1243.797,644.014,0.6320000290870667,1243.545,596.359,0.41200000047683716,1204.313,531.513,0.40400001406669617,1084.413,684.082,0.40400001406669617,,,,,,,,,,,,,,,
10,,,1.0,1243.81,644.029,0.621999979019165,1243.569,596.351,0.4099999964237213,1204.31,531.51,0.4050000011920929,1084.413,684.082,0.40400001406669617,,,,,,,,,,,,,,,
11,,,1.0,1243.847,644.157,0.6430000066757202,1243.584,596.351,0.41100001335144043,1204.3,531.489,0.3970000147819519,1084.413,684.082,0.40400001406669617,,,,,,,,,,,,,,,
12,,,1.0,1243.882,644.165,0.6510000228881836,1243.586,596.359,0.3919999897480011,1204.3,531.51,0.3880000114440918,1084.413,684.087,0.4020000100135803,,,,,,,,,,,,,,,
13,1370.902,692.559,0.7480000257492065,1251.874,644.26,0.7229999899864197,1243.591,596.379,0.38199999928474426,1204.316,531.51,0.39100000262260437,1084.413,684.087,0.4020000100135803,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1355.277,692.623,0.6439999938011169,1251.929,644.047,0.6840000152587891,1236.344,587.959,0.32899999618530273,1171.661,508.099,0.40799999237060547,,,1.0,,,,,,,,,,,,,,,
19,1355.353,692.623,0.6570000052452087,1252.049,644.209,0.7089999914169312,1236.359,587.959,0.3630000054836273,1171.715,508.099,0.41499999165534973,,,1.0,,,,,,,,,,,,,,,
20,1355.414,692.623,0.675000011920929,1252.287,644.273,0.7360000014305115,1236.362,587.972,0.3959999978542328,1171.718,508.099,0.4699999988079071,1083.632,435.292,0.3930000066757202,,,,,,,,,,,,,,,
21,1355.518,692.595,0.6959999799728394,1252.287,644.318,0.7409999966621399,1236.362,587.972,0.3919999897480011,1171.718,508.065,0.47600001096725464,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
22,1355.518,692.321,0.7049999833106995,1252.287,644.361,0.7419999837875366,1236.362,587.972,0.39100000262260437,1171.717,508.063,0.4729999899864197,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
23,1355.414,692.268,0.6859999895095825,1252.283,644.365,0.7429999709129333,1236.362,587.972,0.38999998569488525,1171.717,508.063,0.4729999899864197,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
24,1323.588,668.38,0.49900001287460327,1252.131,644.368,0.7519999742507935,1236.362,587.972,0.3919999897480011,1171.717,508.063,0.4740000069141388,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
25,1323.402,668.26,0.6269999742507935,1252.124,644.38,0.7540000081062317,1236.362,587.973,0.39500001072883606,1171.717,508.063,0.4740000069141388,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
26,1323.402,668.236,0.6169999837875366,1252.097,644.38,0.753000020980835,1236.36,587.973,0.39500001072883606,1171.717,508.063,0.4740000069141388,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
27,1323.402,668.236,0.6179999709129333,1252.097,644.371,0.753000020980835,1236.36,587.972,0.39500001072883606,1171.717,508.063,0.4740000069141388,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
28,1323.439,668.236,0.6050000190734863,1252.097,644.371,0.7540000081062317,1236.36,587.972,0.39500001072883606,1171.717,508.063,0.4729999899864197,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
29,1323.448,668.268,0.5830000042915344,1252.134,644.33,0.753000020980835,1236.36,587.973,0.3919999897480011,1171.717,508.063,0.4729999899864197,1083.635,435.334,0.3930000066757202,,,,,,,,,,,,,,,
30,1355.35,692.271,0.6819999814033508,1252.17,644.322,0.7490000128746033,1236.367,587.987,0.39800000190734863,1171.716,508.06,0.4729999899864197,1083.635,435.333,0.3930000066757202,,,,,,,,,,,,,,,
31,1355.35,692.481,0.7210000157356262,1252.188,644.322,0.7480000257492065,1236.369,587.997,0.3959999978542328,1171.716,508.06,0.4729999899864197,1083.635,435.333,0.3930000066757202,,,,,,,,,,,,,,,
32,1355.35,699.722,0.7609999775886536,1252.369,644.139,0.7480000257492065,1236.37,587.997,0.39500001072883606,1171.716,508.06,0.47200000286102295,1083.635,435.333,0.3930000066757202,,,,,,,,,,,,,,,
33,1347.681,699.722,0.6840000152587891,1252.399,643.989,0.7440000176429749,1236.371,588.024,0.40700000524520874,1171.719,508.048,0.4699999988079071,1083.635,435.333,0.39399999380111694,,,,,,,,,,,,,,,
34,1347.654,699.722,0.6240000128746033,1252.464,643.974,0.7480000257492065,1236.37,588.025,0.41600000858306885,1171.72,508.048,0.4699999988079071,1083.635,435.333,0.39399999380111694,,,,,,,,,,,,,,,
35,1315.641,669.268,0.6690000295639038,1252.489,643.761,0.7400000095367432,1236.371,588.026,0.4099999964237213,1171.721,508.046,0.4659999907016754,1083.635,435.333,0.39399999380111694,,,,,,,,,,,,,,,
36,1315.641,669.268,0.6729999780654907,1252.512,643.761,0.7369999885559082,1236.371,588.026,0.41200000047683716,1171.721,508.045,0.4659999907016754,1083.635,435.333,0.39399999380111694,,,,,,,,,,,,,,,
37,1315.641,669.268,0.6710000038146973,1252.604,643.761,0.7409999966621399,1236.37,588.026,0.41200000047683716,1171.722,508.045,0.4659999907016754,1083.635,435.332,0.39399999380111694,,,,,,,,,,,,,,,
38,1331.962,700.171,0.6470000147819519,1252.573,643.855,0.7129999995231628,1236.37,588.034,0.40700000524520874,1171.722,508.046,0.4659999907016754,1083.635,435.332,0.39399999380111694,,,,,,,,,,,,,,,
39,1331.962,700.825,0.6819999814033508,1252.604,643.855,0.7179999947547913,1236.372,588.036,0.4059999883174896,1171.722,508.046,0.4659999907016754,1083.635,435.332,0.39399999380111694,,,,,,,,,,,,,,,
40,1331.962,700.825,0.6240000128746033,1252.611,643.855,0.7409999966621399,1244.23,588.425,0.5680000185966492,1195.935,524.078,0.43799999356269836,,,1.0,,,,,,,,,,,,,,,
41,1330.826,700.825,0.7250000238418579,1252.611,643.809,0.7509999871253967,1244.233,588.431,0.5720000267028809,1195.94,524.08,0.4320000112056732,,,1.0,,,,,,,,,,,,,,,
42,1307.945,700.825,0.7039999961853027,1252.835,643.809,0.7680000066757202,1244.265,588.441,0.5419999957084656,1195.94,524.08,0.42500001192092896,,,1.0,,,,,,,,,,,,,,,
43,1306.511,708.378,0.7789999842643738,1252.835,643.333,0.7710000276565552,1244.287,588.506,0.5820000171661377,1195.94,524.08,0.4320000112056732,,,1.0,,,,,,,,,,,,,,,
44,1291.841,708.478,0.7749999761581421,1252.598,643.19,0.6620000004768372,1244.287,588.527,0.5989999771118164,1195.94,524.08,0.4350000023841858,,,1.0,,,,,,,,,,,,,,,
45,1282.482,708.98,0.8019999861717224,1252.216,642.646,0.7409999966621399,1244.287,588.532,0.5879999995231628,1195.94,524.081,0.4350000023841858,,,1.0,,,,,,,,,,,,,,,
46,1276.674,709.135,0.8059999942779541,1252.199,636.08,0.7519999742507935,1244.287,588.537,0.5709999799728394,1195.935,524.092,0.4339999854564667,,,1.0,,,,,,,,,,,,,,,
47,1276.308,715.337,0.8429999947547913,1252.055,635.99,0.7599999904632568,1244.294,588.541,0.5770000219345093,1195.934,524.092,0.4359999895095825,,,1.0,,,,,,,,,,,,,,,
48,1276.308,715.4,0.8029999732971191,1252.019,635.978,0.7590000033378601,1244.282,588.563,0.5619999766349792,1195.934,524.094,0.4309999942779541,,,1.0,,,,,,,,,,,,,,,
49,1276.308,715.4,0.8309999704360962,1252.018,635.897,0.7680000066757202,1244.273,588.563,0.5630000233650208,1195.933,524.101,0.4309999942779541,,,1.0,,,,,,,,,,,,,,,
50,1276.36,715.4,0.8289999961853027,1252.018,635.894,0.7620000243186951,1244.14,588.563,0.6269999742507935,1195.933,524.101,0.4390000104904175,,,1.0,,,,,,,,,,,,,,,
51,1276.364,715.4,0.8299999833106995,1252.018,635.894,0.765999972820282,1244.023,580.687,0.6159999966621399,1195.931,524.101,0.4350000023841858,,,1.0,,,,,,,,,,,,,,,
52,1276.41,715.407,0.8349999785423279,1251.986,635.897,0.7639999985694885,1243.99,580.626,0.628000020980835,1171.857,507.944,0.5170000195503235,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
53,,,1.0,1251.968,635.931,0.7649999856948853,1243.988,580.626,0.6349999904632568,1171.853,507.944,0.5199999809265137,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
54,,,1.0,1251.966,635.941,0.7689999938011169,1243.98,580.626,0.6330000162124634,1171.851,507.944,0.5189999938011169,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
55,,,1.0,1251.966,635.941,0.7680000066757202,1243.976,580.631,0.6380000114440918,1171.85,507.945,0.5199999809265137,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
56,,,1.0,1251.968,635.931,0.7599999904632568,1243.976,580.639,0.6389999985694885,1171.85,507.945,0.5199999809265137,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
57,1251.725,724.646,0.8320000171661377,1251.966,635.941,0.7590000033378601,1243.97,580.639,0.6399999856948853,1171.85,507.945,0.5199999809265137,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
58,1251.725,724.753,0.8500000238418579,1252.102,635.95,0.7960000038146973,1243.97,580.64,0.6359999775886536,1171.863,507.945,0.5170000195503235,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
59,1251.725,732.551,0.8309999704360962,1252.102,636.181,0.7680000066757202,1244.053,580.647,0.6570000052452087,1171.864,507.949,0.5180000066757202,1083.785,435.823,0.39100000262260437,,,,,,,,,,,,,,,
60,1243.161,732.867,0.8429999947547913,1251.939,636.251,0.7950000166893005,1244.175,588.588,0.32499998807907104,1204.197,531.842,0.453000009059906,1140.0,596.128,0.38999998569488525,,,,,,,,,,,,,,,
61,1235.911,733.082,0.8339999914169312,1251.744,636.801,0.7630000114440918,1244.175,588.598,0.33000001311302185,1204.197,531.842,0.460999995470047,1140.009,596.128,0.39899998903274536,,,,,,,,,,,,,,,
62,1235.31,733.082,0.8489999771118164,1251.712,636.715,0.7020000219345093,1244.175,588.601,0.3179999887943268,1204.197,531.842,0.4519999921321869,1140.018,596.128,0.4009999930858612,,,,,,,,,,,,,,,
63,1235.305,732.967,0.8389999866485596,1244.327,636.742,0.6240000128746033,1244.088,588.601,0.38199999928474426,1204.189,531.787,0.44999998807907104,1140.018,596.11,0.4020000100135803,,,,,,,,,,,,,,,
64,1235.196,733.082,0.8360000252723694,1244.305,636.778,0.5979999899864197,1244.057,588.604,0.38199999928474426,1204.189,531.757,0.4449999928474426,1140.023,596.107,0.4020000100135803,,,,,,,,,,,,,,,
65,1235.196,733.082,0.8069999814033508,1244.305,636.774,0.6019999980926514,1244.057,588.604,0.3799999952316284,1204.189,531.757,0.44600000977516174,1140.023,596.106,0.4020000100135803,,,,,,,,,,,,,,,
66,1234.602,741.533,0.8539999723434448,1244.305,636.77,0.5989999771118164,1244.057,588.604,0.3790000081062317,1204.2,531.757,0.4359999895095825,1140.024,596.105,0.4009999930858612,,,,,,,,,,,,,,,
67,1234.594,741.605,0.8399999737739563,1244.306,636.774,0.6100000143051147,1244.067,588.615,0.36000001430511475,1204.225,531.767,0.4410000145435333,1140.024,596.105,0.4000000059604645,,,,,,,,,,,,,,,
68,1234.439,741.646,0.8360000252723694,1244.306,636.778,0.6069999933242798,1244.067,588.628,0.36000001430511475,1204.225,531.767,0.4410000145435333,1140.024,596.105,0.4000000059604645,,,,,,,,,,,,,,,
69,1234.439,741.605,0.8360000252723694,1244.306,636.804,0.6140000224113464,1244.067,588.629,0.3310000002384186,1204.234,531.814,0.4490000009536743,1140.024,596.105,0.4009999930858612,,,,,,,,,,,,,,,
70,1234.434,741.533,0.8370000123977661,1244.257,636.804,0.5809999704360962,1243.268,595.74,0.3160000145435333,1204.252,531.838,0.4399999976158142,1140.024,596.106,0.4009999930858612,,,,,,,,,,,,,,,
71,1234.277,741.426,0.8320000171661377,1244.148,636.804,0.5609999895095825,1243.264,595.819,0.36000001430511475,1204.318,531.838,0.4269999861717224,1140.026,596.108,0.39899998903274536,,,,,,,,,,,,,,,
72,1234.277,741.404,0.8309999704360962,1244.105,636.782,0.5559999942779541,1243.264,595.819,0.3319999873638153,1204.326,531.838,0.4259999990463257,1140.028,596.108,0.39899998903274536,,,,,,,,,,,,,,,
73,1234.277,741.365,0.8270000219345093,1244.103,636.781,0.5519999861717224,1243.235,595.822,0.32499998807907104,1204.352,531.838,0.41499999165534973,1140.029,596.108,0.39899998903274536,,,,,,,,,,,,,,,
74,1234.301,741.202,0.8339999914169312,1244.061,636.748,0.5379999876022339,1243.232,595.88,0.30799999833106995,1204.373,531.849,0.41600000858306885,1140.032,596.108,0.39899998903274536,,,,,,,,,,,,,,,
75,1234.301,741.124,0.8330000042915344,1244.061,636.745,0.5370000004768372,1243.208,596.013,0.3199999928474426,1204.38,531.962,0.4189999997615814,1140.033,596.109,0.39899998903274536,,,,,,,,,,,,,,,
76,1234.34,741.124,0.8330000042915344,1244.061,636.745,0.5370000004768372,1243.208,596.014,0.3199999928474426,1204.38,531.962,0.4189999997615814,1140.033,596.109,0.39899998903274536,,,,,,,,,,,,,,,
77,1234.34,741.123,0.8370000123977661,1244.081,636.745,0.5450000166893005,1243.206,596.014,0.3269999921321869,1204.38,531.962,0.41999998688697815,1140.039,596.109,0.4000000059604645,,,,,,,,,,,,,,,
78,1234.34,741.032,0.8349999785423279,1244.083,636.746,0.5460000038146973,1243.206,596.014,0.3269999921321869,1204.38,531.962,0.41999998688697815,1140.039,596.109,0.4000000059604645,,,,,,,,,,,,,,,
79,1234.34,741.032,0.8349999785423279,1244.083,636.746,0.5460000038146973,1243.206,596.013,0.3269999921321869,1204.38,531.962,0.41999998688697815,1140.039,596.109,0.4000000059604645,,,,,,,,,,,,,,,
80,1234.222,740.963,0.843999981880188,1244.419,636.94,0.6029999852180481,1244.167,588.463,0.42899999022483826,1204.697,531.871,0.34700000286102295,,,1.0,,,,,,,,,,,,,,,
81,1234.188,740.769,0.8389999866485596,1244.419,636.94,0.6050000190734863,1244.167,588.463,0.42800000309944153,1204.713,531.854,0.34599998593330383,,,1.0,,,,,,,,,,,,,,,
82,1234.062,740.107,0.824999988079071,1244.419,636.942,0.6079999804496765,1244.167,588.451,0.4269999861717224,1204.714,531.854,0.34599998593330383,,,1.0,,,,,,,,,,,,,,,
83,1234.062,740.107,0.8339999914169312,1244.314,636.94,0.5889999866485596,1244.165,588.456,0.4259999990463257,1204.723,531.854,0.34299999475479126,,,1.0,,,,,,,,,,,,,,,
84,1234.062,740.107,0.8240000009536743,1244.303,636.903,0.5410000085830688,1244.161,588.456,0.42100000381469727,1204.724,531.854,0.3409999907016754,,,1.0,,,,,,,,,,,,,,,
85,,,1.0,1244.289,636.884,0.5619999766349792,1244.158,588.456,0.42899999022483826,1204.724,531.854,0.3440000116825104,,,1.0,,,,,,,,,,,,,,,
86,1234.968,708.925,0.7990000247955322,1244.289,636.877,0.5590000152587891,1244.161,588.469,0.4300000071525574,1204.724,531.853,0.3440000116825104,,,1.0,,,,,,,,,,,,,,,
87,,,1.0,1244.289,636.877,0.5460000038146973,1244.165,588.469,0.42500001192092896,1204.724,531.853,0.3449999988079071,,,1.0,,,,,,,,,,,,,,,
88,,,1.0,1244.303,636.877,0.5730000138282776,1244.176,588.469,0.43299999833106995,1204.724,531.853,0.34299999475479126,,,1.0,,,,,,,,,,,,,,,
89,,,1.0,1244.238,636.982,0.5379999876022339,1244.177,588.471,0.42100000381469727,1204.726,531.854,0.34200000762939453,,,1.0,,,,,,,,,,,,,,,
90,1212.445,708.803,0.8040000200271606,1244.225,636.982,0.6549999713897705,1244.177,588.471,0.3919999897480011,1204.727,531.859,0.34599998593330383,,,1.0,,,,,,,,,,,,,,,
91,1212.492,708.888,0.7419999837875366,1244.216,636.982,0.5770000219345093,1244.185,588.471,0.3799999952316284,1204.73,531.859,0.3449999988079071,,,1.0,,,,,,,,,,,,,,,
92,,,1.0,1244.225,636.982,0.5210000276565552,1244.193,588.48,0.38600000739097595,1204.737,531.859,0.3449999988079071,,,1.0,,,,,,,,,,,,,,,
93,,,1.0,1244.175,636.946,0.527999997138977,1244.203,588.48,0.37299999594688416,1204.746,531.868,0.3449999988079071,,,1.0,,,,,,,,,,,,,,,
94,,,1.0,1244.175,636.942,0.5929999947547913,1244.203,588.482,0.36800000071525574,1204.755,531.868,0.34700000286102295,,,1.0,,,,,,,,,,,,,,,
95,,,1.0,1244.136,636.942,0.5419999957084656,1244.206,588.483,0.3840000033378601,1204.795,531.87,0.3330000042915344,,,1.0,,,,,,,,,,,,,,,
96,1195.954,683.983,0.7360000014305115,1244.136,636.942,0.5730000138282776,1244.211,588.483,0.3869999945163727,1204.806,531.873,0.3319999873638153,,,1.0,,,,,,,,,,,,,,,
97,1196.302,692.21,0.7649999856948853,1244.034,636.774,0.5,1244.219,588.482,0.36899998784065247,1204.817,531.877,0.32199999690055847,,,1.0,,,,,,,,,,,,,,,
98,1196.434,692.522,0.7289999723434448,1244.003,636.763,0.503000020980835,1244.223,588.483,0.3709999918937683,1204.823,531.882,0.3230000138282776,,,1.0,,,,,,,,,,,,,,,
99,1196.434,692.522,0.699999988079071,1243.921,636.725,0.4790000021457672,1244.246,588.483,0.3840000033378601,,,1.0,,,1.0,,,,,,,,,,,,,,,
100,,,1.0,1243.921,636.725,0.4129999876022339,1251.805,604.441,0.37400001287460327,1211.743,539.877,0.4269999861717224,,,1.0,,,,,,,,,,,,,,,
101,,,1.0,1236.549,636.763,0.45399999618530273,1267.439,619.932,0.492000013589859,1211.75,539.877,0.4399999976158142,,,1.0,,,,,,,,,,,,,,,
102,1171.049,707.455,0.5580000281333923,1236.322,642.963,0.5289999842643738,1267.444,620.212,0.5979999899864197,1211.76,539.877,0.4480000138282776,,,1.0,,,,,,,,,,,,,,,
103,1172.115,715.411,0.746999979019165,1236.322,642.986,0.5149999856948853,1267.542,620.212,0.6150000095367432,1211.768,539.864,0.4449999928474426,,,1.0,,,,,,,,,,,,,,,
104,1172.195,716.629,0.7879999876022339,1236.322,643.029,0.43700000643730164,1267.542,620.212,0.6389999985694885,1211.768,539.863,0.4350000023841858,,,1.0,,,,,,,,,,,,,,,
105,1172.195,716.629,0.7680000066757202,1236.474,643.357,0.40700000524520874,1267.444,620.073,0.5669999718666077,1211.768,539.863,0.4180000126361847,,,1.0,,,,,,,,,,,,,,,
106,1179.746,715.411,0.7960000038146973,1236.474,643.357,0.5479999780654907,1267.418,619.896,0.46799999475479126,1211.767,539.863,0.41200000047683716,,,1.0,,,,,,,,,,,,,,,
107,1180.054,708.816,0.7409999966621399,1236.474,643.357,0.48100000619888306,1260.405,619.885,0.4650000035762787,1211.767,539.867,0.4020000100135803,,,1.0,,,,,,,,,,,,,,,
108,1180.064,708.816,0.7590000033378601,1236.474,636.521,0.4519999921321869,1260.403,619.885,0.4129999876022339,1211.764,539.87,0.4000000059604645,,,1.0,,,,,,,,,,,,,,,
109,1180.539,708.816,0.7639999985694885,1236.266,636.521,0.421999990940094,1260.403,619.896,0.39899998903274536,1211.764,539.87,0.39399999380111694,,,1.0,,,,,,,,,,,,,,,
110,,,1.0,1236.247,636.521,0.37700000405311584,1260.403,619.917,0.38100001215934753,1211.761,539.885,0.4090000092983246,,,1.0,,,,,,,,,,,,,,,
111,,,1.0,1236.237,636.611,0.4359999895095825,1260.403,619.917,0.38499999046325684,1211.753,539.889,0.40400001406669617,,,1.0,,,,,,,,,,,,,,,
112,1163.854,716.597,0.7799999713897705,1227.833,644.159,0.5180000066757202,1260.403,619.917,0.4580000042915344,1211.735,539.89,0.4320000112056732,,,1.0,,,,,,,,,,,,,,,
113,1163.854,732.014,0.7200000286102295,1220.381,651.988,0.5929999947547913,1260.403,612.275,0.38199999928474426,1211.733,539.891,0.421999990940094,,,1.0,,,,,,,,,,,,,,,
114,1163.854,740.445,0.7870000004768372,1220.226,652.07,0.5770000219345093,1260.399,612.135,0.4390000104904175,1211.733,539.891,0.4230000078678131,,,1.0,,,,,,,,,,,,,,,
115,1156.123,741.407,0.7329999804496765,1220.205,652.076,0.5619999766349792,1251.661,604.6,0.4000000059604645,1211.733,539.891,0.421999990940094,,,1.0,,,,,,,,,,,,,,,
116,1148.094,756.033,0.7599999904632568,1219.92,660.301,0.5440000295639038,1251.661,604.6,0.38499999046325684,1211.733,539.891,0.41600000858306885,,,1.0,,,,,,,,,,,,,,,
117,1147.171,756.381,0.8080000281333923,1212.188,668.599,0.5059999823570251,1244.238,589.057,0.6150000095367432,1195.913,524.103,0.492000013589859,,,1.0,,,,,,,,,,,,,,,
118,1140.475,756.381,0.7789999842643738,1212.188,668.599,0.5400000214576721,1244.146,589.057,0.6819999814033508,1195.861,524.098,0.5210000276565552,1083.807,435.449,0.3889999985694885,,,,,,,,,,,,,,,
119,1140.297,756.381,0.7689999938011169,1212.188,668.599,0.5120000243186951,1244.136,589.057,0.7400000095367432,1187.973,524.039,0.527999997138977,1083.816,435.452,0.38600000739097595,,,,,,,,,,,,,,,
120,1140.217,756.381,0.7459999918937683,1220.164,660.185,0.5929999947547913,1243.803,595.614,0.8019999861717224,1187.952,524.039,0.4790000021457672,1084.337,435.452,0.4099999964237213,,,,,,,,,,,,,,,
121,1139.124,756.381,0.6620000004768372,1220.171,660.166,0.5870000123977661,1243.786,595.618,0.800000011920929,1187.931,524.039,0.5649999976158142,1084.337,435.449,0.41100001335144043,,,,,,,,,,,,,,,
