scorer,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000,DLC_dlcrnetms5_DLC_ratJan24shuffle1_5000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2
bodyparts,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e,top,top,top,body,body,body,tail,tail,tail,tail-m,tail-m,tail-m,tail-e,tail-e,tail-e
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,,,1.0,732.327,522.958,0.550000011920929,674.925,572.369,0.7310000061988831,699.86,652.138,0.6340000033378601,620.237,636.027,0.5019999742507935,,,,,,,,,,,,,,,
1,,,1.0,732.329,522.959,0.550000011920929,674.926,572.37,0.7310000061988831,699.86,652.139,0.6340000033378601,620.24,636.028,0.5019999742507935,,,,,,,,,,,,,,,
2,,,1.0,732.335,522.96,0.5479999780654907,674.926,572.373,0.7310000061988831,699.86,652.139,0.6349999904632568,620.243,636.028,0.503000020980835,,,,,,,,,,,,,,,
3,,,1.0,732.335,522.959,0.5479999780654907,674.926,572.373,0.7310000061988831,699.859,652.14,0.6299999952316284,620.243,636.027,0.5019999742507935,,,,,,,,,,,,,,,
4,,,1.0,732.335,522.958,0.5479999780654907,674.926,572.373,0.7310000061988831,699.859,652.14,0.6290000081062317,620.245,636.027,0.503000020980835,,,,,,,,,,,,,,,
5,,,1.0,732.337,516.786,0.5139999985694885,674.926,572.373,0.7379999756813049,699.859,652.141,0.6330000162124634,620.255,636.016,0.4970000088214874,,,,,,,,,,,,,,,
6,,,1.0,739.381,516.754,0.5289999842643738,674.926,572.374,0.7110000252723694,699.864,652.148,0.6309999823570251,620.255,636.013,0.49900001287460327,,,,,,,,,,,,,,,
